timestamp,event_type,symbol,direction,strategy,entry_price,exit_price,pnl_usd,stop_loss,take_profit,rr_ratio,position_usd,balance_after
2026-09-02 09:13:58,ENTRY,BTC/USD,LONG,TEST_RSI_REBOUND_LONG,76950.1,,0.0,76675.7064,77498.8872,2.0,20.0,1000.0
2026-09-02 09:14:01,ENTRY,ETH/USD,LONG,TEST_RSI_REBOUND_LONG,2395.83,,0.0,2384.5943,2418.3014,2.0,20.0,1000.0
2026-09-02 09:20:10,ENTRY,ETH/USD,LONG,RSI_REBOUND_LONG,2390.87,,0.0,2379.7233,2413.1635,2.0,20.0,1000.0
2026-09-02 09:43:45,ENTRY,SOL/USD,LONG,RSI_REBOUND_LONG,98.45,,0.0,97.8372,99.6756,2.0,20.0,1000.0
2026-09-02 09:43:47,ENTRY,BTC/USD,LONG,RSI_REBOUND_LONG,76512.3,,0.0,76206.0895,77124.7211,2.0,20.0,1000.0
2026-09-02 09:46:52,ENTRY,SOL/USD,LONG,RSI_REBOUND_LONG,98.31,,0.0,97.701,99.528,2.0,20.0,1000.0
2026-09-02 09:46:53,ENTRY,ETH/USD,LONG,RSI_REBOUND_LONG,2367.14,,0.0,2354.0014,2393.4172,2.0,20.0,1000.0
2026-09-02 09:52:22,ENTRY,ETH/USD,LONG,RSI_REBOUND_LONG,2374.43,,0.0,2360.5221,2402.2457,2.0,20.0,1000.0
2026-09-02 09:52:34,ENTRY,ETH/USD,LONG,RSI_REBOUND_LONG,2374.28,,0.0,2360.3721,2402.0957,2.0,20.0,1000.0
